tconst,originalTitle,isAdult,startYear,runtimeMinutes,averageRating,numVotes,title,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,War,Western,poster_url,original_language
tt0035423,Kate & Leopold,0,2001,118,6.4,83647,Kate et Léopold,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,en
tt0052646,The Brain That Wouldn't Die,0,1962,82,4.4,6936,Le cerveau qui ne voulait pas mourir,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,en
tt0053279,Le signe du lion,0,1962,103,7.2,2060,Le signe du lion,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fr
tt0054130,La notte,0,1961,122,8.0,20737,La Nuit,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,it
tt0054156,Paris nous appartient,0,1961,141,6.7,2376,Paris nous appartient,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,en
tt0054177,Le petit soldat,0,1963,88,7.1,7157,Le Petit Soldat,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,fr
tt0054225,La ragazza con la valigia,0,1961,121,7.5,2018,La fille à la valise,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,it
tt0054395,Die toten Augen von London,0,1961,104,6.4,1114,Les mystères de Londres,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,
tt0054425,Un taxi pour Tobrouk,0,1961,95,7.2,1902,Un taxi pour Tobrouk,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,fr
tt0054594,The Absent Minded Professor,0,1961,92,6.7,8288,Monte là-dessus,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,en
tt0054599,Accattone,0,1961,117,7.7,8682,Accatone,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,it
tt0054601,Ada,0,1961,109,6.6,1027,Le troisième homme était une femme,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,en
tt0054614,All Night Long,0,1962,91,7.0,1283,Tout au long de la nuit,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,en
tt0054632,L'année dernière à Marienbad,0,1961,94,7.7,22376,L'année dernière à Marienbad,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,fr
tt0054640,L'assassino,0,1961,97,7.0,1218,L'assassin,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,it
tt0054642,Atlantis: The Lost Continent,0,1961,90,5.5,1840,"Atlantis, terre engloutie",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,en
tt0054649,Babes in Toyland,0,1961,106,6.1,4172,Le pays des jouets,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0054652,Bachelor in Paradise,0,1961,109,6.3,1624,L'Américaine et l'Amour,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,en
tt0054653,Back Street,0,1961,107,6.6,1153,Histoire d'un amour,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0054665,Baron Prásil,0,1962,83,7.7,2488,Le baron de crac,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,cs
tt0054692,Blue Hawaii,0,1961,102,6.0,6178,Sous le ciel bleu d'Hawaï,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,en
tt0054698,Breakfast at Tiffany's,0,1961,115,7.6,177095,Diamants sur canapé,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,en
tt0054709,Buta to gunkan,0,1961,108,7.5,2296,Cochons et Cuirassés,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ja
tt0054734,Le cave se rebiffe,0,1961,98,7.0,1260,Le cave se rebiffe,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fr
tt0054743,The Children's Hour,0,1961,108,7.8,16251,La rumeur,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,en
tt0054745,Chronique d'un été (Paris 1960),0,1961,85,7.5,3008,Chronique d'un été (Paris 1960),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fr
tt0054756,Il colosso di Rodi,0,1961,127,5.8,3532,Le colosse de Rhodes,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,it
tt0054757,The Comancheros,0,1961,107,6.8,9073,Comancheros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,en
tt0054759,Come September,0,1961,112,6.9,3556,Le rendez-vous de septembre,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,en
tt0054777,The Curse of the Werewolf,0,1961,93,6.5,5991,La Nuit du loup-garou,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,en
tt0054790,The Day the Earth Caught Fire,0,1961,99,7.2,5171,Le Jour où la Terre prit feu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,en
tt0054795,The Deadly Companions,0,1961,93,6.1,2391,Les compagnons de la mort,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,en
tt0054803,Devyat dney odnogo goda,0,1962,111,7.5,1116,Neuf jours d'une année,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ru
tt0054805,The Devil at 4 O'Clock,0,1961,126,6.3,2296,Le diable à 4 heures,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,en
tt0054814,Don Camillo monsignore... ma non troppo,0,1961,109,6.9,1762,Don Camillo... Monseigneur!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
tt0054821,Le doulos,0,1962,108,7.7,10574,Le doulos,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,fr
tt0054847,El Cid,0,1961,182,7.2,14259,Le Cid,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,en
tt0054850,Ercole al centro della Terra,0,1961,91,6.1,1979,Hercule contre les vampires,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,it
tt0054851,Ercole alla conquista di Atlantide,0,1961,101,4.3,1453,Hercule à la conquête de l'Atlantide,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,it
tt0054853,The Errand Boy,0,1961,92,6.4,1953,Le zinzin d'Hollywood,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0054866,Fanny,0,1961,134,6.8,2258,Fanny,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,en
tt0054885,Flower Drum Song,0,1961,133,6.9,3067,Au rythme des tambours fleuris,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,en
tt0054890,The Four Horsemen of the Apocalypse,0,1962,153,6.5,2157,Les quatre cavaliers de l'apocalypse,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,en
tt0054936,Goodbye Again,0,1961,120,7.0,2776,Aimez-vous Brahms?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,en
tt0054949,La guerre des boutons,0,1962,90,7.4,2587,La guerre des boutons,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
tt0054953,The Guns of Navarone,0,1961,158,7.5,50117,Les Canons de Navarone,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0054988,Homicidal,0,1961,88,6.8,3166,Homicide,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,en
tt0054989,The Honeymoon Machine,0,1961,87,6.1,1419,Branle-bas au casino,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,en
tt0054997,The Hustler,0,1961,134,8.0,80992,L'Arnaqueur,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,en
tt0055018,The Innocents,0,1961,100,7.8,29877,Les Innocents,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,en
tt0055019,The Intruder,0,1962,84,7.6,3305,The Intruder,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0055024,It Happened Here,0,1964,101,6.7,1152,En Angleterre occupée,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,en
tt0055031,Judgment at Nuremberg,0,1961,179,8.3,76143,Jugement à Nuremberg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,en
tt0055032,Jules et Jim,0,1962,105,7.7,40898,Jules et Jim,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,fr
tt0055038,"Kaasua, komisario Palmu!",0,1961,99,7.7,1542,"Plein gaz, commissaire Palmu",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,en
tt0055047,King of Kings,0,1961,168,6.9,8006,Le roi des rois,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0055052,Kohayagawa-ke no aki,0,1961,103,7.7,3978,L'automne de la famille Kohayagawa,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ja
tt0055058,Konga,0,1961,90,4.5,1605,Konga,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,,en
tt0055069,The Ladies Man,0,1961,106,6.3,4092,Le tombeur de ces dames,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0055073,The Last Sunset,0,1961,112,6.7,3221,El Perdido,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,en
tt0055082,"Léon Morin, prêtre",0,1961,117,7.5,5024,"Léon Morin, prêtre",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,fr
tt0055093,Lola,0,1961,90,7.5,6518,Lola,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,fr
tt0055100,Lover Come Back,0,1961,107,7.2,7872,Un pyjama pour deux,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,en
tt0055106,Lycanthropus,0,1961,85,4.7,1150,Le monstre aux filles,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,it
tt0055152,Master of the World,0,1961,102,5.8,3075,Le Maître du monde,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,en
tt0055153,Matka Joanna od Aniolów,0,1961,110,7.6,3258,Mère Jeanne des anges,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,pl
tt0055184,The Misfits,0,1961,125,7.2,20489,Les misfits,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,en
tt0055198,Mosura,0,1961,101,6.5,4461,Mothra,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,ja
tt0055205,Murder She Said,0,1961,87,7.3,7583,Le train de 16h50,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0055207,Mysterious Island,0,1961,101,6.7,7409,L'Île mystérieuse,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0055214,The Naked Edge,0,1961,97,6.6,1266,La lame nue,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,en
tt0055230,Night Tide,0,1961,86,6.4,3294,Marée nocturne,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,en
tt0055233,Ningen no jôken,0,1961,190,8.8,6207,La condition de l'homme: La prière du soldat,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,ja
tt0055256,"One, Two, Three",0,1961,104,7.9,21017,"Un, deux, trois",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0055257,One-Eyed Jacks,0,1961,141,7.1,11392,La vengeance aux deux visages,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,en
tt0055277,The Parent Trap,0,1961,129,7.2,21263,La fiancée de Papa,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,en
tt0055279,Parrish,0,1961,138,6.4,1097,La soif de la jeunesse,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0055310,Plácido,0,1961,85,7.8,3301,Placido,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,es
tt0055312,Pocketful of Miracles,0,1961,136,7.1,7003,Milliardaire d'un jour,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0055318,Posse from Hell,0,1961,88,6.6,1102,Les cavaliers de l'enfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
tt0055320,Il posto,0,1961,93,7.9,5679,L'emploi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,it
tt0055353,A Raisin in the Sun,0,1961,128,8.0,8473,Un raisin au soleil,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0055382,The Roman Spring of Mrs. Stone,0,1961,103,6.4,2686,Le visage du plaisir,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,en
tt0055399,Salvatore Giuliano,0,1962,123,7.3,3307,Salvatore Giuliano,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,it
tt0055464,Something Wild,0,1961,113,6.7,1552,Au bout de la nuit,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0055471,Splendor in the Grass,0,1961,124,7.7,20804,La fièvre dans le sang,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,en
tt0055489,Summer and Smoke,0,1961,118,6.9,1871,Eté et fumées,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,en
tt0055499,Såsom i en spegel,0,1961,90,8.0,25023,À travers le miroir,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,sv
tt0055505,Taste of Fear,0,1961,81,7.4,4549,Hurler de peur,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,en
tt0055506,A Taste of Honey,0,1961,101,7.4,5562,Un goût de miel,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0055508,Teen Kanya,0,1961,173,7.9,1537,Trois femmes,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,bn
tt0055526,Tintin et le mystère de la Toison d'Or,0,1961,104,6.0,1364,Tintin et le Mystère de la Toison d'Or,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fr
tt0055534,Too Late Blues,0,1961,103,6.9,1321,La ballade des sans-espoirs,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,en
tt0055539,Town Without Pity,0,1961,105,7.2,1826,Ville sans pitié,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0055558,Two Rode Together,0,1961,109,6.7,6101,Les Deux Cavaliers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,en
tt0055571,Underworld U.S.A.,0,1961,99,7.3,3442,Les bas-fonds new-yorkais,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,en
tt0055572,Une femme est une femme,0,1961,85,7.4,17326,Une femme est une femme,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,fr
tt0055597,Victim,0,1961,100,7.7,5977,La victime,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,en
tt0055599,Vie privée,0,1962,103,5.6,1067,Vie privée,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
tt0055601,Viridiana,0,1961,90,8.1,24069,Viridiana,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,es
tt0055602,Una vita difficile,0,1961,118,8.0,1739,Une vie difficile,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,it
tt0055608,Voyage to the Bottom of the Sea,0,1961,105,6.0,6032,Le sous-marin de l'apocalypse,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,en
tt0055614,West Side Story,0,1961,153,7.6,112343,West Side Story,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,en
tt0055618,Whistle Down the Wind,0,1961,99,7.6,3414,Le vent garde son secret,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0055623,Wild in the Country,0,1961,114,6.3,1729,Amour sauvage,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,en
tt0055630,Yôjinbô,0,1961,110,8.2,120653,Le garde du corps,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,ja
tt0055633,The Young Savages,0,1961,103,6.9,2550,Le temps du châtiment,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0055719,The 300 Spartans,0,1962,114,6.5,7123,La bataille des Thermopyles,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,en
tt0055724,Abhijaan,0,1962,150,7.9,1207,L'expedition,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,bn
tt0055728,Advise & Consent,0,1962,139,7.7,7058,Tempête à Washington,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,en
tt0055732,Akitsu onsen,0,1962,113,7.2,1104,La source thermale d'Akitsu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
tt0055738,All Fall Down,0,1962,111,6.8,2078,L'Ange de la violence,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0055747,L'amour à vingt ans,0,1962,120,7.2,2338,L'amour à vingt ans,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
tt0055763,Atraco a las tres,0,1962,92,7.4,1180,Atraco a las tres,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,es
tt0055774,Barabbas,0,1961,137,6.9,6351,Barabbas,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,en
tt0055796,Billy Budd,0,1962,123,7.8,4360,Billy Budd,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,en
tt0055797,Billy Rose's Jumbo,0,1962,123,6.1,1497,La plus belle fille du monde,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,en
tt0055798,Birdman of Alcatraz,0,1962,147,7.8,17518,Le prisonnier d'Alcatraz,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0055805,Boccaccio '70,0,1962,205,7.1,4441,Boccace 70,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,it
tt0055809,Boys' Night Out,0,1962,115,6.5,2152,Garçonnière pour quatre,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0055824,Cape Fear,0,1962,106,7.7,28820,Les nerfs à vif,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,en
tt0055831,Carry on Cruising,0,1962,89,6.1,2783,La folle croisière,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,en
tt0055832,Cartouche,0,1962,114,6.5,2580,Cartouche,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fr
tt0055844,Chelovek-Amfibiya,0,1962,96,7.0,2421,L'homme amphibie,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,ru
tt0055852,Cléo de 5 à 7,0,1962,90,7.9,21406,Cléo de 5 à 7,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,fr
tt0055858,La commare secca,0,1962,88,6.8,2415,Les recrues,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,it
tt0055871,The Counterfeit Traitor,0,1962,140,7.5,2691,Trahison sur commande,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,en
tt0055884,H.M.S. Defiant,0,1962,101,7.1,2556,Les mutinés du Téméraire,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,en
tt0055892,David and Lisa,0,1962,95,7.2,3014,David et Lisa,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0055894,The Day of the Triffids,0,1963,93,6.1,8125,La révolte des triffides,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,en
tt0055895,Days of Wine and Roses,0,1962,117,7.8,12680,Le jour du vin et des roses,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0055910,Les dimanches de Ville d'Avray,0,1962,111,7.9,4416,Les Dimanches de Ville d'Avray,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fr
tt0055913,Divorzio all'italiana,0,1961,105,8.0,12710,Divorce à l'italienne,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,it
tt0055928,Dr. No,0,1962,110,7.2,163414,James Bond 007 contre docteur No,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,en
tt0055950,Ilektra,0,1962,110,7.6,1458,Electre,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,el
tt0055972,Experiment in Terror,0,1962,123,7.2,5210,Allô... brigade spéciale,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,en
tt0055988,Five Weeks in a Balloon,0,1962,101,5.7,1274,Cinq semaines en ballon,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0055992,Follow That Dream,0,1962,109,6.5,2576,Le shérif de ces dames,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,en
tt0055998,Freud,0,1962,140,7.2,2883,"Freud, passions secrètes",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0056016,Geronimo,0,1962,101,5.7,1163,Geronimo,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,fr
tt0056017,Gigot,0,1962,104,7.1,1243,"Gigot, le clochard de Belleville",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0056023,Girls! Girls! Girls!,0,1962,106,5.5,3038,"Des filles, encore des filles !",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,en
tt0056040,Gritos en la noche,0,1962,90,6.0,1560,L'horrible Dr. Orlof.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,es
tt0056045,Gusarskaya ballada,0,1962,96,7.4,1543,La ballade du hussard,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,ru
tt0056048,Gypsy,0,1962,143,7.1,6251,"Gypsy, vénus de Broadway",0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0056058,Seppuku,0,1962,133,8.6,53664,Harakiri,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,ja
tt0056059,Hatari!,0,1962,157,7.1,12931,Hatari!,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0056062,Hell Is for Heroes,0,1962,90,6.9,6858,L'enfer est pour les héros,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,en
tt0056085,How the West Was Won,0,1962,164,7.0,20667,La Conquête de l'Ouest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,en
tt0056093,If a Man Answers,0,1962,102,6.8,1143,Un mari en laisse,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,en
tt0056095,In Search of the Castaways,0,1962,98,6.5,3135,Les Enfants du capitaine Grant,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0056111,Ivanovo detstvo,0,1962,95,8.0,35833,L'enfance d'Ivan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,ru
tt0056112,Jack the Giant Killer,0,1962,94,6.3,2634,Jack le tueur de géants,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,en
tt0056121,Jigsaw,0,1962,107,7.1,1074,Le mystère de la villa blanche,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,en
tt0056138,Kid Galahad,0,1962,95,6.1,2724,Un direct au coeur,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,en
tt0056141,A Kind of Loving,0,1962,113,7.4,2249,Un amour pas comme les autres,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,en
tt0056142,King Kong vs. Godzilla,0,1963,97,5.7,10283,King Kong contre Godzilla,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,ja
tt0056160,Két félidö a pokolban,0,1961,140,8.0,1273,Deux mi-temps en enfer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,
tt0056165,Landru,0,1963,115,6.4,1026,Landru,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,fr
tt0056171,Ro.Go.Pa.G.,0,1963,122,6.9,1931,Rogopag,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,it
